,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
244,1231623,Acetobacteraceae,Tanticharoenia sakaeratensis,Tanticharoenia sakaeratensis,Gram-negative,Non-pathogenic,51
245,887700,Acetobacteraceae,Acetobacter aceti,Acetobacter aceti,Gram-negative,Potentially pathogenic,51
246,146474,Acetobacteraceae,Acetobacter orientalis,Acetobacter orientalis,Gram-negative,Potentially pathogenic,51
247,1234669,Acetobacteraceae,Komagataeibacter europaeus,Komagataeibacter europaeus,Gram-negative,Non-pathogenic,51
248,1234668,Acetobacteraceae,Komagataeibacter xylinus,Komagataeibacter xylinus,Gram-negative,Non-pathogenic,51
249,1604022,Pseudomonadaceae,Pseudomonas sp. FeS53a,Burkholderia cepacia,Gram-negative,Pathogenic,55
250,1192054,Paracoccaceae,Paracoccus sp. 228,Paracoccus,Gram-negative,Potentially pathogenic,51
251,1240678,Streptomycetaceae,Streptomyces natalensis,Streptomyces natalensis,Gram-positive,Potentially pathogenic,37
252,80878,Comamonadaceae,Acidovorax temperans,Acidovorax temperans,Gram-negative,Potentially pathogenic,52
253,1619232,Nitrobacteraceae,Bradyrhizobium sp. LTSP885,(unknown name),Gram-negative,Unknown,51
254,1615890,Nitrobacteraceae,Bradyrhizobium sp. LTSP849,(unknown name),Gram-negative,Unknown,51
255,1619233,Nitrobacteraceae,Bradyrhizobium sp. LTSPM299,(unknown name),Gram-negative,Unknown,51
256,1616823,Thalassospiraceae,Thalassospira sp. HJ,(unknown name),Gram-negative,Unknown,51
257,1368418,Rhizobiaceae,Rhizobium nepotum,Agrobacterium nepotum,Gram-negative,Potentially pathogenic,51
258,1628833,Pseudomonadaceae,Pseudomonas sp. ES3-33,Pseudomonas fulva,Gram-negative,Pathogenic,55
259,61645,Enterobacteriaceae,Enterobacter asburiae,Enterobacter asburiae,Gram-negative,Pathogenic,52
260,1347790,Prevotellaceae,Prevotella intermedia,Prevotella intermedia,Gram-negative,Pathogenic,55
261,1163741,Helicobacteraceae,Helicobacter pylori,Helicobacter pylori,Gram-negative,Pathogenic,44
262,1133852,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,51
263,1420012,Enterobacteriaceae,Klebsiella pneumoniae,Klebsiella pneumoniae,Gram-negative,Pathogenic,51
264,630,Yersiniaceae,Yersinia enterocolitica,Yersinia enterocolitica,Gram-negative,Pathogenic,51
265,360102,Yersiniaceae,Yersinia pestis,Yersinia pestis,Gram-negative,Pathogenic,56
266,344610,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,56
267,525376,Staphylococcaceae,Staphylococcus epidermidis,Staphylococcus epidermidis,Gram-positive,Pathogenic,6
268,320371,Burkholderiaceae,Burkholderia pseudomallei,Burkholderia pseudomallei,Gram-negative,Pathogenic,52
269,520462,Brucellaceae,Brucella pinnipedialis,Brucella pinnipedialis,Gram-negative,Potentially pathogenic,50
270,548470,Staphylococcaceae,Staphylococcus aureus,Staphylococcus aureus,Gram-positive,Pathogenic,6
271,997883,Bacteroidaceae,Bacteroides fragilis,Bacteroides fragilis,Gram-negative,Pathogenic,55
272,1281200,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,56
273,1227271,Porphyromonadaceae,Porphyromonas gingivalis,Porphyromonas gingivalis,Gram-negative,Pathogenic,55
274,1287287,Phyllobacteriaceae,Mesorhizobium sp. LSHC414A00,(unknown name),Gram-negative,Unknown,51
275,1287273,Phyllobacteriaceae,Mesorhizobium sp. LNJC391B00,(unknown name),Gram-negative,Unknown,51
276,1073571,Paenibacillaceae,Paenibacillus riograndensis,Paenibacillus sonchi,Gram-positive,Potentially pathogenic,6
277,1307833,Tannerellaceae,Tannerella forsythia,Tannerella forsythia,Gram-negative,Pathogenic,55
278,1632857,Sulfuricellaceae,Sulfuricella sp. T08,Staphylococcus coagulans,Gram-positive,Potentially pathogenic,52
279,1219043,Sphingomonadaceae,Sphingomonas changbaiensis,Sphingomonas changbaiensis,Gram-negative,Potentially pathogenic,51
280,1546029,Pseudomonadaceae,Pseudomonas sp. 10-1B,Pseudomonas fulva,Gram-negative,Pathogenic,55
281,1619948,Pseudomonadaceae,Pseudomonas sp. 21,Pseudomonas,Gram-negative,Potentially pathogenic,55
282,1619951,Burkholderiaceae,Burkholderiaceae bacterium 26,Burkholderia cepacia complex,Gram-negative,Pathogenic,52
283,1619952,Burkholderiaceae,Burkholderiaceae bacterium 16,Burkholderia cepacia complex,Gram-negative,Pathogenic,52
284,1427391,Pseudonocardiaceae,Saccharothrix sp. ST-888,Saccharomonospora viridis,Gram-positive,Pathogenic,37
285,1629718,Rhodospirillaceae,Rhodospirillaceae bacterium BRH_c57,(unknown name),Gram-negative,Unknown,51
286,1629710,Hyphomonadaceae,Hyphomonas sp. BRH_c22,(unknown name),Gram-negative,Unknown,46
287,1629709,Roseobacteraceae,Roseovarius sp. BRH_c41,(unknown name),Gram-negative,Unknown,51
288,1628191,Caulobacteraceae,Brevundimonas sp. KM4,Brevundimonas diminuta,Gram-negative,Pathogenic,48
289,579484,Oceanospirillaceae,Marinomonas sp. S3726,Parvimonas micra,Gram-positive,Pathogenic,52
290,579483,Roseobacteraceae,Loktanella sp. S4079,Photobacterium damselae,Gram-negative,Pathogenic,51
291,132476,Pseudomonadaceae,Pseudomonas kilonensis,Pseudomonas kilonensis,Gram-negative,Potentially pathogenic,55
292,1406902,Vibrionaceae,Salinivibrio sp. KP-1,Staphylococcus hominis novobiosepticus,Gram-positive,Pathogenic,55
293,59202,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
294,927665,Tannerellaceae,Parabacteroides goldsteinii,Parabacteroides goldsteinii,Gram-negative,Potentially pathogenic,55
295,1078087,Tannerellaceae,Parabacteroides sp. HGS0025,Parabacteroides merdae,Gram-negative,Pathogenic,55
296,133190,Sphingomonadaceae,Sphingomonas sp. SRS2,Sphingomonas devorans,Gram-negative,Pathogenic,51
297,265726,Vibrionaceae,Photobacterium halotolerans,Photobacterium halotolerans,Gram-negative,Potentially pathogenic,55
298,1415558,Streptomycetaceae,Streptomyces sp. WM6386,Streptomyces,Gram-positive,Potentially pathogenic,37
299,1581149,Vibrionaceae,Grimontia sp. AD028,Grimontia hollisae,Gram-negative,Pathogenic,54
300,1129367,Pseudoalteromonadaceae,Pseudoalteromonas luteoviolacea,Pseudoalteromonas luteoviolacea,Gram-negative,Non-pathogenic,55
301,430066,Brucellaceae,Brucella abortus,Brucella melitensis,Gram-negative,Pathogenic,50
302,588858,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
303,1261127,Enterobacteriaceae,Citrobacter amalonaticus,Citrobacter amalonaticus,Gram-negative,Pathogenic,56
304,1333534,Paenibacillaceae,Paenibacillus durus,Paenibacillus durus,Gram-positive,Potentially pathogenic,6
305,44574,Nitrosomonadaceae,Nitrosomonas communis,Nitrosomonas communis,Gram-negative,Non-pathogenic,52
306,1620392,Spongiibacteraceae,Spongiibacter sp. IMCC21906,Sphingobacterium multivorum,Gram-negative,Pathogenic,52
307,444103,Streptomycetaceae,Streptomyces sp. CNQ-509,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
308,1194971,Lactobacillaceae,Ligilactobacillus salivarius,Ligilactobacillus salivarius,Gram-positive,Non-pathogenic,7
309,1649877,Pseudomonadaceae,Pseudomonas sp. CCOS 191,Pseudomonas fulva,Gram-negative,Pathogenic,55
310,413882,Sphaerotilaceae,Caldimonas brevitalea,Paraclostridium bifermentans bifermentans,Gram-positive,Pathogenic,52
311,60550,Burkholderiaceae,Burkholderia pyrrocinia,Burkholderia pyrrocinia,Gram-negative,Pathogenic,52
312,543877,Erythrobacteraceae,Pelagerythrobacter marensis,Pelagerythrobacter marensis,Gram-negative,Non-pathogenic,51
313,102862,Morganellaceae,Proteus penneri,Proteus penneri,Gram-negative,Pathogenic,51
314,1447256,Arcobacteraceae,Aliarcobacter butzleri,Arcobacter butzleri,Gram-negative,Pathogenic,44
315,1447263,Arcobacteraceae,Aliarcobacter butzleri,Arcobacter butzleri,Gram-negative,Pathogenic,44
316,1582,Lactobacillaceae,Lacticaseibacillus casei,Lacticaseibacillus casei,Gram-positive,Potentially pathogenic,7
317,199310,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
318,243160,Burkholderiaceae,Burkholderia mallei,Burkholderia mallei,Gram-negative,Pathogenic,52
319,295319,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
320,331271,Burkholderiaceae,Burkholderia orbicola,Burkholderia orbicola,Gram-negative,Potentially pathogenic,52
321,377628,Yersiniaceae,Yersinia pestis,Yersinia pestis,Gram-negative,Pathogenic,51
322,405955,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
323,208963,Pseudomonadaceae,Pseudomonas aeruginosa,Pseudomonas aeruginosa,Gram-negative,Pathogenic,55
324,345073,Vibrionaceae,Vibrio cholerae,Vibrio cholerae,Gram-negative,Pathogenic,56
325,444178,Brucellaceae,Brucella ovis,Brucella melitensis,Gram-negative,Pathogenic,50
326,502800,Yersiniaceae,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,Gram-negative,Pathogenic,51
327,423368,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
328,565050,Caulobacteraceae,Caulobacter vibrioides,Caulobacter vibrioides,Gram-negative,Non-pathogenic,47
329,716541,Enterobacteriaceae,Enterobacter cloacae,Enterobacter cloacae,Gram-negative,Pathogenic,56
330,718251,Hafniaceae,Edwardsiella tarda,Edwardsiella tarda,Gram-negative,Pathogenic,51
331,685038,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
332,1028307,Enterobacteriaceae,Klebsiella aerogenes,Klebsiella aerogenes,Gram-negative,Pathogenic,52
333,204722,Brucellaceae,Brucella suis,Brucella melitensis,Gram-negative,Pathogenic,50
334,1125630,Enterobacteriaceae,Klebsiella pneumoniae,Klebsiella pneumoniae,Gram-negative,Pathogenic,56
335,1006551,Enterobacteriaceae,Klebsiella michiganensis,Klebsiella michiganensis,Gram-negative,Potentially pathogenic,51
336,884204,Burkholderiaceae,Burkholderia pseudomallei,Burkholderia pseudomallei,Gram-negative,Pathogenic,52
337,83334,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
338,269084,Synechococcaceae,Synechococcus elongatus,Synechococcus elongatus,Gram-negative,Non-pathogenic,7
339,426430,Staphylococcaceae,Staphylococcus aureus,Staphylococcus aureus,Gram-positive,Pathogenic,6
340,395019,Burkholderiaceae,Burkholderia multivorans,Burkholderia multivorans,Gram-negative,Pathogenic,52
341,932677,Erwiniaceae,Pantoea ananatis,Pantoea ananatis,Gram-negative,Potentially pathogenic,52
342,257310,Alcaligenaceae,Bordetella bronchiseptica,Bordetella bronchiseptica,Gram-negative,Pathogenic,52
343,283165,Bartonellaceae,Bartonella quintana,Bartonella quintana,Gram-negative,Pathogenic,50
344,283166,Bartonellaceae,Bartonella henselae,Bartonella henselae,Gram-negative,Pathogenic,50
345,585057,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
346,645462,Peptostreptococcaceae,Clostridioides difficile,Clostridioides difficile,Gram-positive,Pathogenic,8
347,216597,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
348,930944,Yersiniaceae,Yersinia enterocolitica,Yersinia enterocolitica,Gram-negative,Pathogenic,51
349,354242,Campylobacteraceae,Campylobacter jejuni,Campylobacter jejuni,Gram-negative,Pathogenic,44
350,478008,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,51
351,32052,Synechococcaceae,Synechococcus sp. WH 8020,Streptococcus equi,Gram-positive,Pathogenic,7
352,491,Neisseriaceae,Neisseria meningitidis,Neisseria meningitidis,Gram-negative,Pathogenic,51
353,666,Vibrionaceae,Vibrio cholerae,Vibrio cholerae,Gram-negative,Pathogenic,56
354,624,Enterobacteriaceae,Shigella sonnei,Shigella sonnei,Gram-negative,Pathogenic,51
355,1619235,Pseudomonadaceae,Pseudomonas sp. BICA1-14,Pseudomonas fulva,Gram-negative,Pathogenic,55
356,1659191,Bacillaceae,Geobacillus sp. T6,Paenibacillus turicensis,Gram-positive,Pathogenic,12
357,1663685,Sphingobacteriaceae,Pedobacter sp. BMA,Empedobacter breve,Gram-negative,Pathogenic,54
358,908627,Burkholderiaceae,Caballeronia mineralivorans,Caballeronia mineralivorans,Gram-negative,Non-pathogenic,52
359,1406431,Oxalobacteraceae,Massilia sp. WF1,Massilia timonae,Gram-negative,Pathogenic,52
360,1655638,Peptococcaceae,Peptococcaceae bacterium 1109,Mycobacterium bacteremicum,Gram-positive,Pathogenic,8
361,1504536,Lachnospiraceae,Robinsoniella sp. RHS,Robinsoniella peoriensis,Gram-positive,Pathogenic,8
362,320778,Vibrionaceae,Photobacterium ganghwense,Photobacterium ganghwense,Gram-negative,Potentially pathogenic,55
363,1686381,Enterobacteriaceae,Citrobacter sp. MGH106,Citrobacter cronae,Gram-negative,Pathogenic,56
364,1686382,Enterobacteriaceae,Citrobacter sp. MGH109,Citrobacter cronae,Gram-negative,Pathogenic,56
365,1134687,Enterobacteriaceae,Klebsiella michiganensis,Klebsiella michiganensis,Gram-negative,Potentially pathogenic,51
366,1526735,Chromobacteriaceae,Vogesella sp. EB,(unknown name),Gram-negative,Unknown,52
367,1618204,Paracoccaceae,Puniceibacterium sp. IMCC21224,Cutibacterium acnes,Gram-positive,Pathogenic,51
368,292,Burkholderiaceae,Burkholderia cepacia,Burkholderia cepacia,Gram-negative,Pathogenic,52
369,328812,Tannerellaceae,Parabacteroides goldsteinii,Parabacteroides goldsteinii,Gram-negative,Potentially pathogenic,55
370,1608994,Pseudomonadaceae,Pseudomonas weihenstephanensis,Pseudomonas weihenstephanensis,Gram-negative,Potentially pathogenic,55
371,1628193,Chromobacteriaceae,Chromobacterium sp. LK1,Chromobacterium,Gram-negative,Potentially pathogenic,52
372,1628212,Chromobacteriaceae,Chromobacterium sp. LK11,Chromobacterium,Gram-negative,Potentially pathogenic,52
373,1674291,Weeksellaceae,Chryseobacterium sp. FH2,Chryseobacterium gleum,Gram-negative,Pathogenic,55
374,1304281,Weeksellaceae,Chryseobacterium koreense,Chryseobacterium koreense,Gram-negative,Potentially pathogenic,55
375,1420583,Sphingomonadaceae,Sphingobium cupriresistens,Sphingobium cupriresistens,Gram-negative,Non-pathogenic,51
376,1114963,Sphingomonadaceae,Novosphingobium barchaimii,Novosphingobium barchaimii,Gram-negative,Non-pathogenic,51
377,1430899,Listeriaceae,Listeria fleischmannii,Listeria fleischmannii,Gram-positive,Potentially pathogenic,6
378,435910,Enterobacteriaceae,Franconibacter pulveris,Franconibacter pulveris,Gram-negative,Non-pathogenic,51
379,1628855,Erwiniaceae,bacteria symbiont BFo1 of Frankliniella occidentalis,(unknown name),Gram-negative,Unknown,51
380,457389,Bacteroidaceae,Bacteroides sp. 3_1_13,Bacteroides,Gram-negative,Potentially pathogenic,55
381,218493,Enterobacteriaceae,Salmonella bongori,Salmonella bongori,Gram-negative,Pathogenic,52
382,1662285,Methylophilaceae,Methylophilus sp. TWE2,Methylobacterium mesophilicum,Gram-negative,Pathogenic,52
383,1458307,Roseobacteraceae,Octadecabacter temperatus,Octadecabacter temperatus,Gram-negative,Non-pathogenic,51
384,1032069,Campylobacteraceae,Campylobacter ureolyticus,Campylobacter ureolyticus,Gram-negative,Pathogenic,44
385,1678028,Oxalobacteraceae,Massilia sp. NR 4-1,Massilia timonae,Gram-negative,Pathogenic,52
386,1236517,Prevotellaceae,Prevotella fusca,Prevotella fusca,Gram-negative,Potentially pathogenic,55
387,1221522,Pseudomonadaceae,Pseudomonas fluorescens,Pseudomonas fluorescens,Gram-negative,Pathogenic,55
388,1638788,Microcystaceae,Microcystis panniformis,Microcystis panniformis,Gram-negative,Non-pathogenic,4
389,1671721,Marinobacteraceae,Marinobacter sp. CP1,Rapidly growing Mycobacterium (RGM),Gram-positive,Pathogenic,55
390,278992,Streptomycetaceae,Streptomyces ambofaciens,Streptomyces ambofaciens,Gram-positive,Potentially pathogenic,37
391,1403336,Porphyromonadaceae,Porphyromonas gingivalis,Porphyromonas gingivalis,Gram-negative,Pathogenic,55
392,1195923,Lysobacteraceae,Xanthomonas translucens,Xanthomonas translucens,Gram-negative,Potentially pathogenic,55
393,375574,Chromobacteriaceae,Gulbenkiania indica,Gulbenkiania indica,Gram-negative,Non-pathogenic,52
394,1679168,Bacillaceae,Bacillus sp. FJAT-27231,Brevibacillus agri,Gram-positive,Pathogenic,8
395,412614,Vibrionaceae,Vibrio cholerae,Vibrio cholerae,Gram-negative,Pathogenic,56
396,1678637,Streptomycetaceae,Streptomyces caatingaensis,Streptomyces caatingaensis,Gram-positive,Potentially pathogenic,37
397,1681194,Pseudomonadaceae,Pseudomonas sp. RIT-PI-a,Pseudomonas putida,Gram-negative,Pathogenic,55
398,1681196,Enterobacteriaceae,Klebsiella sp. RIT-PI-d,Klebsiella aerogenes,Gram-negative,Pathogenic,52
399,379893,Enterobacteriaceae,Trabulsiella odontotermitis,Trabulsiella odontotermitis,Gram-negative,Non-pathogenic,52
400,1306953,Erythrobacteraceae,Qipengyuania citrea,Qipengyuania citrea,Gram-negative,Non-pathogenic,51
401,1686064,Sphaerotilaceae,Methylibium sp. NZG,Methylorubrum zatmanii,Gram-negative,Pathogenic,52
402,106592,Rhizobiaceae,Ensifer adhaerens,Ensifer adhaerens,Gram-negative,Non-pathogenic,51
403,28901,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
404,742178,Morganellaceae,Xenorhabdus sp. GDc328,(unknown name),Gram-negative,Unknown,55
405,83964,Pseudomonadaceae,Pseudomonas coronafaciens,Burkholderia gladioli,Gram-negative,Pathogenic,55
406,1704289,Bacillaceae,Lysinibacillus sp. FJAT-14745,Lysinibacillus sphaericus,Gram-positive,Pathogenic,6
407,1604835,Thiotrichaceae,Achromatium sp. WMS2,Achromobacter pulmonis,Gram-negative,Pathogenic,8
408,284040,Streptomycetaceae,Streptomyces variegatus,Streptomyces variegatus,Gram-positive,Potentially pathogenic,37
409,74704,Staphylococcaceae,Staphylococcus cohnii,Staphylococcus cohnii,Gram-positive,Pathogenic,6
410,336831,Chromatiaceae,Arsukibacterium ikkense,Arsukibacterium ikkense,Gram-negative,Non-pathogenic,56
411,1632859,Chromatiaceae,Arsukibacterium sp. MJ3,Trueperella pyogenes,Gram-positive,Pathogenic,56
412,1649647,Oxalobacteraceae,Janthinobacterium sp. KBS0711,(unknown name),Gram-negative,Unknown,52
413,56193,Sphingomonadaceae,Sphingobium chungbukense,Sphingobium chungbukense,Gram-negative,Non-pathogenic,51
414,1120688,Rhizobiaceae,Rhizobium sp. LC145,Agrobacterium radiobacter,Gram-negative,Pathogenic,51
415,38300,Streptomycetaceae,Streptomyces pristinaespiralis,Streptomyces pristinaespiralis,Gram-positive,Potentially pathogenic,37
416,1705617,Flavobacteriaceae,Capnocytophaga sp. oral taxon 323,Capnocytophaga granulosa,Gram-negative,Pathogenic,55
417,1267562,Burkholderiaceae,Cupriavidus gilardii,Cupriavidus gilardii,Gram-negative,Pathogenic,52
418,292913,Sphingomonadaceae,Sphingopyxis sp. 113P3,Sphingomonas devorans,Gram-negative,Pathogenic,51
419,1649184,Streptomycetaceae,Streptomyces sp. CFMR 7,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
420,76856,Fusobacteriaceae,Fusobacterium nucleatum,Fusobacterium nucleatum,Gram-negative,Pathogenic,46
421,311410,Stappiaceae,Roseibium album,Roseibium album,Gram-negative,Non-pathogenic,51
422,550,Enterobacteriaceae,Enterobacter cloacae,Enterobacter cloacae,Gram-negative,Pathogenic,52
423,1932366,Bacillaceae,Lysinibacillus sp. FJAT-14222,Lysinibacillus sphaericus,Gram-positive,Pathogenic,6
424,1519475,Streptomycetaceae,Streptomyces sp. NRRL F-5755,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
425,1415557,Streptomycetaceae,Streptomyces sp. WM6378,Streptomyces,Gram-positive,Potentially pathogenic,37
426,1519489,Streptomycetaceae,Streptomyces sp. AS58,Streptomyces,Gram-positive,Potentially pathogenic,37
427,1415561,Streptomycetaceae,Streptomyces sp. XY332,Streptomyces,Gram-positive,Potentially pathogenic,37
428,50340,Pseudomonadaceae,Pseudomonas fuscovaginae,Pseudomonas asplenii,Gram-negative,Potentially pathogenic,55
429,129139,Pseudomonadaceae,Pseudomonas amygdali,Pseudomonas amygdali,Gram-negative,Potentially pathogenic,55
430,1415546,Streptomycetaceae,Streptomyces sp. MMG1533,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
431,1415549,Streptomycetaceae,Streptomyces sp. NRRL B-1140,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
432,1519498,Streptomycetaceae,Streptomyces sp. NRRL F-7442,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
433,59511,Pseudomonadaceae,Pseudomonas syringae group genomosp. 3,Pseudomonas oleovorans oleovorans,Gram-negative,Pathogenic,55
